cps19_ResponseId,education,language,age_category,income_category,income_number,gender,province,health,citizenship,born_in_canada,marital_status,owns_house,vote_choice,liberal_favour,conservative_favour,ndp_favour,bloc_favour,green_favour,people_favour
R_2THvllzQmp1uLvm,Bachelor,English,45-54,"$125,000 and more",220000,Male,British Columbia,Poor/Fair,Yes,No,Married,Own a residence,0,52,71,0,39,0,91
R_2DLEnvauz1oWUPN,College/Trade,English_and_French,25-34,"$50,000 to $74,999",50000,Female,Quebec,Good/Very Good,Yes,Yes,Never Married,No residence,0,94,8,64,8,83,0
R_2fiFt8rSim7bE9t,College/Trade,English,65-74,"Less than $25,000",20000,Male,Ontario,Poor/Fair,Yes,Yes,Divorced,Own a residence,1,1,96,42,15,21,5
R_2433LZZKWMulZwK,Bachelor,English_and_French,25-34,"$25,000 to $49,999",40000,Female,Quebec,Poor/Fair,Yes,Yes,Never Married,No residence,0,86,51,86,1,0,1
R_1oqhyMtKuzfkIBo,Postgrad,English_and_French,45-54,"$50,000 to $74,999",74000,Male,Ontario,Good/Very Good,Yes,No,Married,Own a residence,1,5,90,0,70,0,100
R_yU4OiL1lt0WbJUl,College/Trade,English,75-84,"Less than $25,000",22000,Female,Alberta,Good/Very Good,Yes,Yes,Married,No residence,1,0,100,0,0,30,0
R_1dB3GnrWYdBRKaY,Bachelor,English,35-44,"$125,000 and more",220000,Female,Ontario,Good/Very Good,Yes,Yes,Married,Own a residence,0,83.33333333333333,3.6666666666666665,45,5,45,5.333333333333333
R_8CwRt2qL9TFqPoB,No degree/diploma,English,45-54,"$75,000 to $99,999",90000,Male,Nova Scoita,Excellent,Yes,Yes,Married,Own a residence,1,10,60,51,19,50,41
R_1I9Q1J92DrVEySZ,College/Trade,French,65-74,"$50,000 to $74,999",70000,Female,Quebec,Excellent,Yes,Yes,Living with a partner,Own a residence,3,5,55,15,71,0,0
R_2cCt5rSwA4OvJOq,Postgrad,English,45-54,"$125,000 and more",160000,Female,Ontario,Excellent,Yes,Yes,Divorced,Own a residence,0,71,0,82,7,53,0
R_6RPN8KizhiwJpwB,College/Trade,English,55-64,"$125,000 and more",150000,Male,Ontario,Good/Very Good,Yes,Yes,Married,Own a residence,1,1.75,87.5,17.75,0,17,16
R_WonKZSZXEBRy1SF,College/Trade,English,55-64,"$125,000 and more",200000,Female,Ontario,Good/Very Good,Yes,Yes,Married,Own a residence,0,70.14285714285714,6.571428571428571,53.142857142857146,12.857142857142858,53.714285714285715,9.571428571428571
R_262YKBHWX00r5jR,College/Trade,English,35-44,"$125,000 and more",170000,Male,Saskatchewan,Poor/Fair,Yes,Yes,Married,Own a residence,1,0,80,20,1,20,1
R_eEyib6b91DGMKM9,Bachelor,French,45-54,"$75,000 to $99,999",85000,Male,Quebec,Good/Very Good,Yes,No,Married,Own a residence,4,75,37,42,12,100,8
R_3rPwtBBAHfYsisk,Bachelor,French,55-64,"Less than $25,000",18000,Female,Quebec,Poor/Fair,Yes,Yes,Never Married,No residence,3,50,29,51,92,92,51
R_3jSr2hKG5xnzE1P,College/Trade,English,45-54,"$75,000 to $99,999",95000,Female,Nova Scoita,Good/Very Good,Yes,Yes,Married,Own a residence,0,70,60,40,18,28,12
R_2ccFfY0xu1xiLPA,College/Trade,English,55-64,"$50,000 to $74,999",70000,Female,Nova Scoita,Poor/Fair,Yes,Yes,Separated,No residence,2,39,39,26,0,9,12
R_3Jbn1fkpuNtJpDO,Bachelor,French,45-54,"$100,000 to $ 124,999",100000,Female,Quebec,Poor/Fair,Yes,Yes,Never Married,No residence,3,52,53,53,52,52,53
R_3kpPbkEp4vgfBnz,Bachelor,English,75-84,"$25,000 to $49,999",29000,Female,British Columbia,Good/Very Good,Yes,Yes,Widowed,No residence,4,15,61,60,1,92,32
R_brM6i392g9CV9El,Bachelor,Neither English nor French,45-54,"$125,000 and more",850000,Female,Quebec,Good/Very Good,Yes,No,Married,No residence,0,84,21,66,42,64,39
R_0kxOKQ9ZZ4vcoWB,Postgrad,English_and_French,35-44,"$75,000 to $99,999",83589,Female,Alberta,Poor/Fair,Yes,Yes,Living with a partner,Own a residence,2,67,5,95,0,51,0
R_1gIlLDKXK99O34h,College/Trade,English,65-74,"Less than $25,000",12000,Male,Alberta,Excellent,Yes,Yes,Separated,No residence,1,46,67,21,0,21,4
R_12ncSr8Upi6LXRh,Bachelor,English_and_French,85+,"$75,000 to $99,999",76771,Male,Quebec,Poor/Fair,Yes,Yes,Never Married,Own a residence,0,57,39,43,4,69,8
R_Dwws1z4SVdlEwlr,College/Trade,English,35-44,"$100,000 to $ 124,999",110000,Male,Alberta,Poor/Fair,Yes,Yes,Married,No residence,2,70,0,80,0,38,0
R_3e2znwXcY8TOcFw,College/Trade,English,55-64,"$75,000 to $99,999",93000,Female,Ontario,Good/Very Good,Yes,Yes,Separated,Own a residence,0,73,40,60,41,51,41
R_7WFG9xDHpaphzdD,College/Trade,French,35-44,"$75,000 to $99,999",75000,Female,Quebec,Good/Very Good,Yes,Yes,Living with a partner,Own a residence,4,66,49,59,69,77,16
R_DGJRuAI4YEPWOKl,High School,English,55-64,"$25,000 to $49,999",43000,Female,Ontario,Poor/Fair,Yes,Yes,Married,Own a residence,0,70,32,12,7,39,2
R_2tmmCnFpVl35yCW,Bachelor,English,45-54,"Less than $25,000",11000,Female,Ontario,Excellent,Yes,No,Separated,Own a residence,0,84,14,100,63,68,68
R_31gzxXeTdjTOhnN,College/Trade,English_and_French,55-64,"$75,000 to $99,999",99500,Male,Ontario,Poor/Fair,Yes,Yes,Married,Own a residence,1,0,90,17,0,2,23
R_2qqq17d3SLeKt8y,College/Trade,English,55-64,"$125,000 and more",148000,Female,British Columbia,Excellent,Yes,Yes,Divorced,Own a residence,2,26,30,92,28,69,50
R_Qh8BF3QTpfoZRNT,Bachelor,English,45-54,"$75,000 to $99,999",75000,Female,Ontario,Good/Very Good,Yes,Yes,Married,Own a residence,0,70,0,10,0,10,10
R_3O3sSklt9Nyx2Rc,College/Trade,English,45-54,"$50,000 to $74,999",70000,Female,Ontario,Good/Very Good,Yes,Yes,Married,Own a residence,2,28,54,72,5,42,52
R_2330Ym3TRUfYXSB,High School,English,45-54,"$125,000 and more",1450000,Female,British Columbia,Good/Very Good,Yes,Yes,Married,Own a residence,4,19,15,22,0,14,0
R_3iKLJqD5wszhN44,High School,English,45-54,"$75,000 to $99,999",90000,Female,British Columbia,Good/Very Good,Yes,Yes,Widowed,Own a residence,2,10,40,90,5,49,40
R_3O8tYbdeDXrVXuO,Bachelor,English,45-54,"$50,000 to $74,999",59000,Female,British Columbia,Poor/Fair,Yes,No,Never Married,Own a residence,1,41,61,61,31,40,41
R_eDQ5C1Dqlb3tJex,Bachelor,English,65-74,"$125,000 and more",130000,Male,British Columbia,Good/Very Good,Yes,Yes,Married,Own a residence,1,27.5,94,12,11,29.5,36
R_2ZWSeHaGwPcZoQ1,High School,English,65-74,"$25,000 to $49,999",44000,Female,Ontario,Poor/Fair,Yes,Yes,Never Married,No residence,4,18,18,18,19,81,43
R_1igjTuYTX5fAYdA,High School,English,25-34,"Less than $25,000",25,Female,Ontario,Poor/Fair,Yes,Yes,Never Married,No residence,2,60.5,33,75.5,20,49,26.5
R_31S49AtxNVRthqz,Bachelor,English,65-74,"$50,000 to $74,999",60000,Male,Newfoundland and Labrador,Good/Very Good,Yes,Yes,Married,Own a residence,1,65,82,9,0,1,9
R_2PA3zLX0WzAEyBl,No degree/diploma,Neither English nor French,65-74,"$50,000 to $74,999",70000,Male,Quebec,Good/Very Good,Yes,No,Married,Own a residence,0,88,69,86,98,14,3
R_8fdLSzPh53px161,Bachelor,English,25-34,"$50,000 to $74,999",60000,Female,Ontario,Poor/Fair,Yes,Yes,Living with a partner,No residence,1,13,71,34,15,63,39
R_1mDIqiK8Bu0tWNY,High School,English,45-54,"$100,000 to $ 124,999",100000,Male,Newfoundland and Labrador,Poor/Fair,Yes,Yes,Separated,Own a residence,2,58,15,83,13,12,5
R_2zUbS779Et3jr9s,College/Trade,French,55-64,"$25,000 to $49,999",40000,Female,Quebec,Good/Very Good,Yes,Yes,Widowed,Own a residence,4,12,10,10,11,13,13
R_1cUJpCUrLAjfRJS,Bachelor,Neither English nor French,35-44,"$25,000 to $49,999",45000,Male,Ontario,Good/Very Good,Yes,No,Never Married,Own a residence,1,52,65,60,41,40,42
R_3RxOl6GpwxPZpd5,Bachelor,English,35-44,"$75,000 to $99,999",89000,Male,Ontario,Good/Very Good,Yes,Yes,Never Married,Own a residence,0,82,55.5,69.5,42.5,71,43.5
R_D7h0haTEBhM3nFf,High School,French,45-54,"$75,000 to $99,999",90000,Male,Quebec,Good/Very Good,Yes,Yes,Married,Own a residence,3,15.5,73,50,71.5,40,24.5
R_2X4c1Kkjp4Bfrs4,Bachelor,English,15-24,"$75,000 to $99,999",80000,Female,Ontario,Don't Know,Yes,Yes,Never Married,Own a residence,0,56,6,70,0,11,0
R_3hzOOt4K5f6ldxL,Bachelor,English,55-64,"$50,000 to $74,999",67000,Male,Alberta,Poor/Fair,Yes,Yes,Divorced,Own a residence,1,0,91,30,0,16,0
R_2xFuMbGIzU0qOb6,Bachelor,French,25-34,"$125,000 and more",175000,Male,Quebec,Poor/Fair,Yes,Yes,Living with a partner,Own a residence,3,62,7,25,25,92,0
R_3m7D8h5KrkzrRno,Bachelor,English,55-64,"$50,000 to $74,999",60000,Female,Alberta,Good/Very Good,Yes,Yes,Divorced,Own a residence,0,56,38.5,21.5,20,21,23.5
R_2rSjyu3aeTxYIHY,College/Trade,English,65-74,"$125,000 and more",125000,Male,Saskatchewan,Poor/Fair,Yes,Yes,Married,No residence,1,1,93,4,2,4,0
R_3oAuWIzC6FoDxgP,College/Trade,English,65-74,"$100,000 to $ 124,999",110000,Male,Nova Scoita,Excellent,Yes,Yes,Married,Own a residence,0,74,7,11,0,30,0
R_3JYLP5QuTmhzzR7,Bachelor,English,25-34,"$100,000 to $ 124,999",100000,Female,Alberta,Good/Very Good,Yes,Yes,Living with a partner,Own a residence,5,0,83,0,0,0,50
R_1gLmKQsOLgtc9hM,College/Trade,English,55-64,"$100,000 to $ 124,999",120000,Male,Alberta,Excellent,Yes,Yes,Married,Own a residence,1,20,80,51,0,70,30
R_UnGIyzibBZJCR7r,Bachelor,English_and_French,65-74,"$75,000 to $99,999",91000,Male,Ontario,Good/Very Good,Yes,Yes,Married,Own a residence,0,94,0,9,0,50,0
R_1mhjuXHDA59O0xL,College/Trade,English,65-74,"$50,000 to $74,999",51000,Female,British Columbia,Excellent,Yes,Yes,Divorced,Own a residence,2,75,60,90,0,81,0
R_31HRDpmIRFnioSl,College/Trade,English,75-84,"$50,000 to $74,999",50000,Male,Ontario,Poor/Fair,Yes,No,Married,Own a residence,1,20,80,20,20,20,60
R_1pXNT1jPlMJ9CvD,Bachelor,English,55-64,"$125,000 and more",199000,Male,Ontario,Excellent,Yes,Yes,Married,Own a residence,0,86,43,23,5,50.666666666666664,6.666666666666667
R_1MRiPRgKj0vy56E,College/Trade,English_and_French,45-54,"Less than $25,000",6000,Female,Ontario,Good/Very Good,Yes,Yes,Married,No residence,5,35,59,31,48,53,58
R_3rMvlY918rAADf3,Bachelor,English,65-74,"$50,000 to $74,999",70000,Male,Maintoba,Excellent,Yes,Yes,Never Married,Own a residence,0,100,8,61,7,71,10
R_czHnFxfzRbpCzp7,Bachelor,English,65-74,"$125,000 and more",160000,Male,Ontario,Good/Very Good,Yes,Yes,Married,Own a residence,0,87,36.666666666666664,35,0,47.666666666666664,10
R_2aUGXAiea99ktym,Bachelor,English,45-54,"$125,000 and more",125000,Female,Ontario,Poor/Fair,Yes,Yes,Married,Own a residence,0,100,0,50,0,60,0
R_3HXKz5xersfcWFS,Bachelor,English,65-74,"$75,000 to $99,999",90000,Male,British Columbia,Poor/Fair,Yes,Yes,Married,Own a residence,1,0,69,0,0,0,0
R_dgVhh99hAEOx86R,Bachelor,English,35-44,"$75,000 to $99,999",95000,Male,British Columbia,Good/Very Good,Yes,Yes,Divorced,Own a residence,5,51,51,0,0,51,82
R_6fCWehpo2hTf28h,Bachelor,English,35-44,"$125,000 and more",170000,Male,Ontario,Good/Very Good,Yes,Yes,Married,Own a residence,1,0,92,0,0,8,71
R_2fHv0fejp6Feruc,Bachelor,English,35-44,"$75,000 to $99,999",80000,Male,Alberta,Good/Very Good,Yes,Yes,Married,Own a residence,1,0,41,0,0,0,27
R_2zeApYQE4SU0e6S,College/Trade,English,25-34,"$50,000 to $74,999",72000,Male,British Columbia,Good/Very Good,Yes,Yes,Never Married,Own a residence,1,0,100,1,0,0,0
R_1jfTrdkGMaBI5YZ,Postgrad,English,45-54,"$125,000 and more",170000,Male,Ontario,Poor/Fair,Yes,Yes,Married,Own a residence,0,71,82,9,0,51,0
R_T6HetjWpLGIOR1v,College/Trade,French,65-74,"$50,000 to $74,999",50000,Male,Quebec,Good/Very Good,Yes,Yes,Married,No residence,4,10,10,30,10,70,0
R_1OIbzkraEbHmpYL,Bachelor,English,55-64,"$50,000 to $74,999",70000,Male,Ontario,Good/Very Good,Yes,Yes,Living with a partner,No residence,0,69,0,59,51,64,0
R_3fZfXK5AWqU4NvU,Bachelor,English,25-34,"$100,000 to $ 124,999",120000,Male,British Columbia,Excellent,Yes,Yes,Living with a partner,Own a residence,2,13,80,65,36,71,69
R_3EaTGRyvQM4a040,Bachelor,French,65-74,"$25,000 to $49,999",42000,Male,Ontario,Excellent,Yes,Yes,Married,Own a residence,1,12,82,10,0,21,83
R_RhuEWFYJeBON2P7,Bachelor,French,45-54,"$75,000 to $99,999",75000,Male,Quebec,Good/Very Good,Yes,Yes,Never Married,Own a residence,0,74,0,67,61,58,0
R_2xR9vVtnVRVEc8z,Bachelor,English,65-74,"$50,000 to $74,999",65000,Male,Ontario,Excellent,Yes,Yes,Married,Own a residence,1,34.5,87.5,25.5,5,38.5,5
R_1jxKKVizo0pTeox,Bachelor,English,35-44,"$125,000 and more",125000,Female,Alberta,Excellent,Yes,Yes,Married,Own a residence,1,31,30,31,0,33,13
R_r3wDcdFFkdddDHj,College/Trade,English,55-64,"$25,000 to $49,999",30000,Female,Ontario,Excellent,Yes,Yes,Married,No residence,4,51,0,81,10,80,0
R_0OsK3oWHDYhGXZL,College/Trade,English,65-74,"$125,000 and more",149000,Female,Ontario,Excellent,Yes,Yes,Married,Own a residence,0,75.33333333333333,13.666666666666666,42.666666666666664,4.333333333333333,54,3.3333333333333335
R_1C3Xt4n7Bhd7qZY,College/Trade,English,45-54,"$25,000 to $49,999",35000,Male,Ontario,Poor/Fair,Yes,Yes,Separated,Own a residence,1,0,100,64,9,85,1
R_3ELmoZA7wcRJMi9,College/Trade,English,35-44,"Less than $25,000",13500,Female,New Brunswick,Good/Very Good,Yes,Yes,Never Married,No residence,4,14,18,89,0,100,73
R_21b7E8sBSjXmd3R,College/Trade,English,65-74,"$75,000 to $99,999",75000,Male,Ontario,Excellent,Yes,Yes,Married,Own a residence,0,83.5,25,39,9,41,1.5
R_3O8sGfIf2hXLZOf,High School,English,75-84,"$100,000 to $ 124,999",124709,Male,British Columbia,Excellent,Yes,Yes,Married,Own a residence,1,35,100,0,0,0,35
R_VIumKPP9dpmo4gN,College/Trade,English,45-54,"$75,000 to $99,999",80000,Male,Alberta,Good/Very Good,Yes,Yes,Married,Own a residence,5,35,65,43,30,59,53
R_3hnid3boRTQXOcq,High School,Neither English nor French,55-64,"$50,000 to $74,999",74999,Male,Saskatchewan,Poor/Fair,Yes,Yes,Divorced,Own a residence,1,57,70,69,21,40,76
R_2uNSEC655lnUcgB,Bachelor,English,35-44,"$75,000 to $99,999",76000,Male,Ontario,Good/Very Good,Yes,Yes,Married,Own a residence,0,97,69,51,75,58,51
R_28ImImkmSZS4SAj,College/Trade,English,45-54,"$125,000 and more",140000,Female,Maintoba,Excellent,Yes,Yes,Married,Own a residence,1,86,65,35,4,27,6
R_PzxlkCzDU6a4LXr,Bachelor,English,45-54,"$100,000 to $ 124,999",120000,Male,Ontario,Good/Very Good,Yes,Yes,Married,Own a residence,1,13,90,75,53,39,74
R_egHIytqxyAjp6i5,College/Trade,English,35-44,"$75,000 to $99,999",79000,Male,British Columbia,Good/Very Good,Yes,Yes,Never Married,Own a residence,2,57,58,27,26,87,57
R_2xJZS890l7kUMSU,High School,English,55-64,"$125,000 and more",150100,Male,Ontario,Good/Very Good,Yes,Yes,Married,Own a residence,0,34,15,44.5,2,66,30.5
R_1QmC8juir7LEX9x,College/Trade,French,45-54,"$25,000 to $49,999",46000,Female,Quebec,Poor/Fair,Yes,Yes,Never Married,Own a residence,1,42,73,42,62,43,26
R_1FmR3QN767nyQWl,High School,English_and_French,75-84,"$50,000 to $74,999",66000,Male,Quebec,Poor/Fair,Yes,Yes,Married,Own a residence,0,97,1,0,55,76,32
R_3exJqOTmLH9gdGB,College/Trade,English,55-64,"Less than $25,000",22000,Male,British Columbia,Don't Know,Yes,Yes,Divorced,No residence,2,10,0,70,10,60,25
R_2zCM64nxdY1hZqC,Postgrad,Neither English nor French,25-34,"$50,000 to $74,999",70000,Male,Ontario,Good/Very Good,Yes,No,Never Married,No residence,0,84.5,11.5,56,22,71.5,25.5
R_1mxsLUTVzAC0yux,Bachelor,English,65-74,"$50,000 to $74,999",52000,Male,Ontario,Good/Very Good,Yes,No,Married,Own a residence,1,7,20,8,7,20,5
R_TbcRgj2S8dwJG7f,Bachelor,English,65-74,"$50,000 to $74,999",71000,Male,British Columbia,Don't Know,Yes,Yes,Married,Own a residence,1,0,97,5,16,23,5
R_2PhggvxNzScYiy0,Bachelor,English,35-44,"$125,000 and more",130000,Female,Ontario,Poor/Fair,Yes,Yes,Married,No residence,0,95,0,80,0,50,0
R_pnHqgbzVmetsggh,Postgrad,French,55-64,"$50,000 to $74,999",55000,Female,Quebec,Poor/Fair,Yes,Yes,Never Married,No residence,3,71,2,30,100,51,0
R_3HizVbiOr6FsZ9H,College/Trade,English_and_French,45-54,"$75,000 to $99,999",85000,Male,Maintoba,Poor/Fair,Yes,Yes,Divorced,Own a residence,1,0,90,0,0,0,60
R_CfsxpMsorPUg3kt,College/Trade,English,45-54,"$100,000 to $ 124,999",120000,Male,Ontario,Good/Very Good,Yes,Yes,Married,Own a residence,1,7.666666666666667,83.66666666666667,20.333333333333332,4,25.333333333333332,44
R_3KD516Ise93ldFJ,High School,English_and_French,15-24,"$25,000 to $49,999",28000,Female,Saskatchewan,Good/Very Good,Yes,Yes,Never Married,No residence,1,0,79,19,0,4,16
R_3HF7cC75kssywhi,Bachelor,English_and_French,35-44,"$50,000 to $74,999",52000,Female,Saskatchewan,Excellent,Yes,Yes,Married,Own a residence,0,67,66,73,19,35,21
R_2ss98PElj6fdyfL,Bachelor,English,65-74,"$75,000 to $99,999",90000,Female,Ontario,Good/Very Good,Yes,Yes,Married,Own a residence,0,90,5.5,42.5,0,55.5,1
R_sHD2UDRSMR0jBgB,Postgrad,English,55-64,"Less than $25,000",16000,Female,New Brunswick,Good/Very Good,Yes,Yes,Married,Own a residence,0,100,0,100,7,100,0
R_8potcEknDhg6JIl,College/Trade,English,45-54,"$100,000 to $ 124,999",100000,Female,Maintoba,Good/Very Good,Yes,Yes,Married,Own a residence,2,75,0,92,0,63,2
R_3J8eagEwmomFLjE,Postgrad,English,35-44,"$100,000 to $ 124,999",110000,Female,British Columbia,Excellent,Yes,Yes,Separated,Own a residence,1,10,85,9,4,2,13
R_21AGGqPPgBgO4AU,College/Trade,English,55-64,"$25,000 to $49,999",45000,Female,Ontario,Poor/Fair,Yes,Yes,Never Married,Own a residence,2,5,60,65,5,50,60
R_XSuexsEug76y8MN,Bachelor,English,55-64,"$125,000 and more",250000,Male,Ontario,Poor/Fair,Yes,Yes,Divorced,No residence,1,0,100,0,0,63,62
R_3iyeSedC4XgeGKX,Bachelor,English,45-54,"$125,000 and more",155000,Male,Ontario,Poor/Fair,Yes,Yes,Living with a partner,Own a residence,1,0,100,0,0,53,9
R_273QZnJcoRw7mRi,College/Trade,English,65-74,"$75,000 to $99,999",75000,Male,Ontario,Good/Very Good,Yes,No,Widowed,Own a residence,1,21,89,62,34,54,35
R_3lv8No8aviLKuc1,Bachelor,English_and_French,25-34,"$50,000 to $74,999",52000,Female,Nova Scoita,Poor/Fair,Yes,Yes,Never Married,No residence,0,100,0,0,0,64,0
R_1divhwE1ueh79aj,Postgrad,English_and_French,65-74,"$125,000 and more",125000,Male,Saskatchewan,Excellent,Yes,Yes,Married,Own a residence,1,30,93,0,0,70,80
R_Ab1TdZWGsQOimch,High School,English,45-54,"$25,000 to $49,999",38000,Female,Alberta,Good/Very Good,Yes,Yes,Never Married,Own a residence,1,4,92,8,9,11,59
R_qx5EqnKhJddfT4l,College/Trade,English_and_French,55-64,"$125,000 and more",190000,Male,Ontario,Good/Very Good,Yes,Yes,Divorced,Own a residence,1,62,73,48,0,27,4
R_3QW8dPxfIOfD1Vq,Bachelor,English_and_French,65-74,"$50,000 to $74,999",55000,Male,Quebec,Poor/Fair,Yes,Yes,Separated,Own a residence,0,91,44,63,2,64,3
R_3et9lywlPuNF5yi,College/Trade,English,85+,"$125,000 and more",145000,Female,Saskatchewan,Poor/Fair,Yes,Yes,Married,Own a residence,1,16,75,35,0,71,0
R_3kq7KkqVik7BK21,High School,English,45-54,"$100,000 to $ 124,999",120000,Male,Alberta,Poor/Fair,Yes,Yes,Married,Own a residence,1,0,72,0,0,0,5
R_2VyImjwMQmJEQm1,High School,English,55-64,"$50,000 to $74,999",70000,Female,Ontario,Good/Very Good,Yes,Yes,Divorced,Own a residence,1,2,72,51,1,10,1
R_1F97eAUdotlQalu,Bachelor,Neither English nor French,35-44,"Less than $25,000",15000,Male,Saskatchewan,Excellent,Yes,Yes,Never Married,No residence,1,30,73,36,0,68,63
R_1DZLuBEHRZzzTHZ,High School,English_and_French,25-34,"Less than $25,000",7000,Male,Saskatchewan,Poor/Fair,No,No,Never Married,Own a residence,1,73,88,19,0,39,1
R_1H1XjsP7uXOUQ2s,Bachelor,English,45-54,"$75,000 to $99,999",75600,Male,British Columbia,Poor/Fair,Yes,Yes,Married,Own a residence,0,85.5,35.5,61,45,59.5,52
R_bKtc6tAOZWEO59L,College/Trade,English,55-64,"$125,000 and more",128000,Female,Ontario,Excellent,Yes,Yes,Married,Own a residence,4,60,5,3,19,92,39
R_yON37B52StwI1Vf,Bachelor,English,55-64,"$75,000 to $99,999",85000,Female,Ontario,Good/Very Good,Yes,No,Married,Own a residence,1,28,62,0,21,0,61
R_3P601xZnJIEC9Ic,College/Trade,English,55-64,"Less than $25,000",22000,Female,Maintoba,Good/Very Good,Yes,Yes,Divorced,No residence,2,37,59,94,55,74,57
R_2sdbCsiZEb02NQt,Bachelor,English,45-54,"$75,000 to $99,999",75000,Female,Maintoba,Good/Very Good,Yes,Yes,Married,No residence,0,82,0,75,33,84,64
R_2v0w6oqG7SEFOgc,Postgrad,English,65-74,"$125,000 and more",180000,Male,British Columbia,Excellent,Yes,Yes,Married,Own a residence,0,62,39,45,23,46,16
R_2zGxt3ErjQY0Fsh,College/Trade,English,55-64,"$75,000 to $99,999",75000,Female,Saskatchewan,Poor/Fair,Yes,Yes,Married,Own a residence,1,0,100,26,0,0,10
R_3e9nit2Ohz7tl3I,College/Trade,English,35-44,"$125,000 and more",145000,Male,Ontario,Good/Very Good,Yes,Yes,Living with a partner,Own a residence,4,9,87,34,30,90,11
R_2zvyPzhL4r49Vtb,College/Trade,English,25-34,"Less than $25,000",13999,Female,Maintoba,Poor/Fair,Yes,Yes,Never Married,No residence,2,57,0,89,0,74,0
R_pQ98a9zvnrUF4Ot,Bachelor,English,65-74,"$125,000 and more",200000,Male,Alberta,Good/Very Good,Yes,Yes,Married,Own a residence,1,32.5,67.5,17.5,0,5,37.5
R_3dPNpNWbZs9noMU,High School,English,55-64,"$125,000 and more",140000,Female,Ontario,Excellent,Yes,Yes,Separated,Own a residence,0,37,76,81,12,61,22
R_Qh4EM2CnmYDcKxr,College/Trade,English,65-74,"$50,000 to $74,999",70000,Male,Newfoundland and Labrador,Poor/Fair,Yes,Yes,Married,Own a residence,2,1,3,12,0,9,1
R_O9gqoT3Rn9UzBdv,College/Trade,English,65-74,"$75,000 to $99,999",95000,Male,Saskatchewan,Poor/Fair,Yes,Yes,Married,Own a residence,0,94,37,71,6,65,17
R_10Tmx9EoUkbdymU,College/Trade,English,35-44,"$75,000 to $99,999",81000,Female,Ontario,Excellent,Yes,Yes,Married,Own a residence,1,10,33.5,32,1.5,33,16
R_BLFeQdsWPYbkZJT,Bachelor,Neither English nor French,45-54,"$125,000 and more",140000,Female,British Columbia,Poor/Fair,Yes,No,Never Married,Own a residence,1,0,90,0,0,1,18
R_6VHODlwXTToavm1,College/Trade,English,35-44,"$125,000 and more",140000,Female,Alberta,Excellent,Yes,Yes,Living with a partner,Own a residence,1,0,100,2,0,9,50
R_2yrS1uaNEsF7DFH,College/Trade,English,65-74,"Less than $25,000",2000,Male,Alberta,Poor/Fair,Yes,Yes,Widowed,No residence,1,0,100,0,0,0,20
R_28G45nSbx7FdAfm,College/Trade,English,35-44,"$125,000 and more",125000,Female,Ontario,Poor/Fair,Yes,Yes,Married,Own a residence,0,46.5,36.5,56,0.5,31,42.5
R_Z9prRSfeMV7nSkp,Postgrad,Neither English nor French,25-34,"$25,000 to $49,999",40000,Female,Quebec,Good/Very Good,Yes,No,Never Married,No residence,0,92,77,67,86,73,65
R_11Y2GKu0m1dxhtE,College/Trade,English,55-64,"$125,000 and more",150000,Female,Ontario,Good/Very Good,Yes,Yes,Married,Own a residence,0,70.14285714285714,6.571428571428571,53.142857142857146,12.857142857142858,53.714285714285715,9.571428571428571
R_2WDtzhifiRDjYnq,No degree/diploma,English,65-74,"$75,000 to $99,999",76000,Male,Ontario,Poor/Fair,Yes,Yes,Married,Own a residence,0,84,83,62,29,68,28
R_1KqMp4UZMul0ROK,Postgrad,English,45-54,"$125,000 and more",230000,Male,Alberta,Excellent,Yes,Yes,Married,Own a residence,0,61.5,26.5,63.5,6.5,75.5,3.5
R_1mfqvMDGtNidRaD,Bachelor,English,65-74,"$75,000 to $99,999",95000,Male,Nova Scoita,Good/Very Good,Yes,Yes,Married,Own a residence,2,50,0,84,3,60,0
R_eDupAsHsRJIflFT,Bachelor,English,55-64,"$25,000 to $49,999",48000,Female,Ontario,Excellent,Yes,Yes,Never Married,No residence,4,86,24,94,0,100,0
R_2rYJqjG2xSoqBev,High School,French,25-34,"$50,000 to $74,999",60000,Male,Quebec,Poor/Fair,Yes,Yes,Living with a partner,No residence,3,0,79,95,90,94,0
R_1pm2EWHmx4B3eVM,Bachelor,English,45-54,"$75,000 to $99,999",90000,Male,Ontario,Excellent,Yes,Yes,Married,Own a residence,0,93,10,37,1.5,62,3.5
R_2y75w7WskCkFEWh,Bachelor,English_and_French,55-64,"$100,000 to $ 124,999",100000,Male,Quebec,Good/Very Good,Yes,Yes,Married,Own a residence,3,60,40,30,90,11,0
R_snc7N8XQLSQj5Qd,College/Trade,English,35-44,"$50,000 to $74,999",70000,Male,Ontario,Excellent,Yes,Yes,Never Married,No residence,0,88,14,93,15,67,38
R_1QsIx4WXryl315M,Bachelor,English,45-54,"$125,000 and more",160000,Female,British Columbia,Good/Very Good,Yes,No,Separated,No residence,0,79,30,38,12,67,41
R_1Kr7UFxwgIAfwWV,High School,English,35-44,"$100,000 to $ 124,999",115000,Male,Saskatchewan,Excellent,Yes,Yes,Married,Own a residence,1,0,100,0,0,25,33
R_2fHVwOTZfDMDjvn,Postgrad,English_and_French,65-74,"$50,000 to $74,999",50000,Female,Nova Scoita,Excellent,Yes,Yes,Separated,Own a residence,4,45,10,9,46,91,51
